coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,liquidity_score,price_change_ratio,volume_to_price,is_stable_coin
Algorand,ALGO,0.731009,0.025,0.0139999999999999,-0.01,151572159.0,4824820884.0,2022-03-16,0.03141508516982285,0.019151610992477384,207346501.8898536,0
The Sandbox,SAND,3.21,0.004,0.042,0.083,1054426538.0,3671953183.0,2022-03-17,0.2871568577948288,0.013084112149532711,328481787.5389408,0
LooksRare,LOOKS,1.25,0.018,-0.0279999999999999,0.099,52982527.0,306746978.0,2022-03-17,0.1727238760278838,-0.02239999999999992,42386021.6,0
Aave,AAVE,147.18,0.0069999999999999,0.071,0.153,406722278.0,2009385126.0,2022-03-17,0.2024113111704202,0.00048240250033972,2763434.4204375595,0
Magic,MAGIC,2.66,-0.002,-0.045,-0.054,4586490.0,135701244.0,2022-03-17,0.03379843739678613,-0.016917293233082706,1724244.3609022556,0
Synthetix Network Token,SNX,4.48,0.001,0.059,-0.06,99940204.0,960919289.0,2022-03-17,0.1040047849429735,0.013169642857142855,22308081.249999996,0
Constellation,DAG,0.152116,0.013,-0.013,0.249,1019712.0,382521151.0,2022-03-16,0.0026657663173245026,-0.08546109547976544,6703515.737989429,0
cBAT,CBAT,0.013887822764,,,,,96581377.0,2022-03-17,,,,0
ARPA Chain,ARPA,0.068515692234,0.0279999999999999,0.026,-0.008,14838311.0,66892485.0,2022-03-16,0.22182328852037714,0.379475112229806,216568066.6163756,0
OriginTrail,TRAC,0.403433,-0.01,0.006,-0.093,1641938.0,147741339.0,2022-03-17,0.011113599017807738,0.014872357987571668,4069914.9548995746,0
Gala,GALA,0.227781,0.026,0.047,0.037,551763058.0,1714837250.0,2022-03-16,0.3217582648149263,0.20633854447912686,2422340133.7249374,0
Songbird,SGB,0.062799688152,0.022,0.006,-0.1369999999999999,2629530.0,486741272.0,2022-03-16,0.005402315668024962,0.09554187570928115,41871704.73897101,0
Dvision Network,DVI,0.380746,0.008,0.091,-0.108,2438408.0,92462684.0,2022-03-17,0.026371806381912947,0.23900448067740698,6404290.52439159,0
StarLink,STARL,1.4478205e-05,0.002,0.003,-0.023,6019692.0,144516643.0,2022-03-17,0.04165397060876926,207.20800679365985,415776126943.91327,0
STEPN,GMT,0.761181,0.013,0.425,4.6080000000000005,1358531219.0,456251258.0,2022-03-17,2.9775944617779007,0.5583428908498766,1784767642.65004,0
Ark,ARK,0.834377,0.0069999999999999,0.017,-0.0279999999999999,2749604.0,137522294.0,2022-03-16,0.019993878228936467,0.020374482997493937,3295397.643990666,0
SwissBorg,CHSB,0.426636,-0.004,-0.002,-0.077,717426.0,407989611.0,2022-03-17,0.0017584418344417107,-0.004687836938279939,1681588.0516412116,0
Celer Network,CELR,0.037068909834,0.0289999999999999,0.0279999999999999,-0.003,35862409.0,208463091.0,2022-03-16,0.17203241508109463,0.7553499718601921,967452486.7495999,0
Ellipsis,EPS,0.166502,-0.001,0.012,-0.0289999999999999,5645716.0,104379795.0,2022-03-17,0.05408820739684342,0.07207120635187565,33907796.903340496,0
SafeMoon [OLD],SAFEMOON,5.15423e-07,0.002,0.02,-0.009,879.16,277800683.0,2022-03-17,3.1647150413953444e-06,38803.080188505366,1705705798.926319,0
Mango,MNGO,0.148804,0.021,0.011,-0.026,535237.0,152354623.0,2022-03-16,0.0035130998289431624,0.07392274401225774,3596926.1578989816,0
Dent,DENT,0.002405588079,-0.002,0.023,-0.042,15366549.0,230289059.0,2022-03-17,0.06672722128757319,9.56107165677387,6387855482.883777,0
Sai,SAI,1.0,,,,,72643253.0,2022-03-17,,,,0
Magic Internet Money,MIM,0.997676,0.0,0.004,0.002,44641451.0,2784271477.0,2022-03-16,0.01603344047761475,0.004009317654228427,44745439.40116832,0
Kava Swap,SWP,1.82,-0.012,0.008,0.0,1981564.0,109049036.0,2022-03-17,0.01817131148229499,0.004395604395604396,1088771.4285714286,0
Tether,USDT,1.0,-0.001,-0.001,0.0,57934969077.0,79965155138.0,2022-03-16,0.7245026784105981,-0.001,57934969077.0,1
Klaytn,KLAY,1.1,0.004,-0.002,-0.032,40036524.0,3037372912.0,2022-03-17,0.013181300143233779,-0.0018181818181818182,36396840.0,0
Stratis,STRAX,0.931273,0.015,0.026,-0.0139999999999999,3193483.0,125656753.0,2022-03-16,0.025414336466262184,0.027918773549753938,3429158.796614956,0
Orion Protocol,ORN,3.06,0.003,-0.012,-0.074,9655123.0,104853664.0,2022-03-17,0.09208188471124862,-0.00392156862745098,3155268.954248366,0
Internet Computer,ICP,16.83,0.003,0.034,-0.037,139063958.0,3629124742.0,2022-03-17,0.038318869668657975,0.0020202020202020206,8262861.437908498,0
iExec RLC,RLC,1.81,0.019,0.057,0.075,6449965.0,129524554.0,2022-03-16,0.049797237672789055,0.03149171270718232,3563516.574585635,0
Banana,BANANA,15.33,0.002,-0.181,0.3929999999999999,541918.0,68212793.0,2022-03-17,0.007944521491738361,-0.011806914546640573,35350.1630789302,0
Presearch,PRE,0.179852,0.022,-0.042,0.0,598873.0,70111160.0,2022-03-16,0.00854176424979989,-0.2335253430598492,3329810.066054311,0
Huobi Token,HT,9.11,0.0,0.013,-0.001,29386478.0,1418233628.0,2022-03-17,0.020720477515006434,0.0014270032930845226,3225738.5290889135,0
Axie Infinity,AXS,50.46,0.036,0.062,0.089,288996469.0,3733676299.0,2022-03-16,0.07740265782478321,0.0012286959968291716,5727238.78319461,0
Uniswap,UNI,9.05,0.032,0.04,0.025,188489995.0,4103226435.0,2022-03-16,0.04593702004651859,0.00441988950276243,20827623.756906077,0
API3,API3,4.7,0.0279999999999999,-0.008,-0.1009999999999999,29731985.0,230984150.0,2022-03-16,0.12871872377390398,-0.001702127659574468,6325954.255319148,0
Aurory,AURY,8.09,-0.001,0.008,0.004,1438567.0,76843664.0,2022-03-17,0.0187206976491907,0.000988875154511743,177820.3955500618,0
Telcoin,TEL,0.004899527146,0.008,0.027,-0.011,2843059.0,301743735.0,2022-03-16,0.009422097860623353,5.510735872142875,580272119.1821722,0
Magic,MAGIC,2.78,0.069,0.283,0.004,7430205.0,136718105.0,2022-03-16,0.05434689867885457,0.10179856115107913,2672735.6115107914,0
BNB,BNB,383.43,0.018,0.0279999999999999,0.004,1395853984.0,64043816800.0,2022-03-16,0.02179529662260854,7.302506324492058e-05,3640440.1950812405,0
Ronin,RON,1.86,0.023,0.0289999999999999,-0.004,2243276.0,276423433.0,2022-03-16,0.008115361189367763,0.015591397849462311,1206062.3655913977,0
Shiba Inu,SHIB,2.2354322e-05,-0.002,-0.002,-0.063,435900196.0,12283647613.0,2022-03-17,0.03548621791614074,-89.46815743282217,19499593680363.02,0
Numeraire,NMR,27.87,0.0,-0.009,-0.036,3832085.0,164787989.0,2022-03-17,0.0232546378122255,-0.0003229278794402583,137498.56476498026,0
Beldex,BDX,0.101366,0.018,0.013,0.44,172723.0,152144019.0,2022-03-16,0.0011352598750529917,0.1282481305368664,1703953.9885168597,0
Compound,COMP,109.58,0.026,0.045,0.052,40756551.0,726097698.0,2022-03-16,0.05613094644462018,0.000410658879357547,371934.2124475269,0
Electroneum,ETN,0.005086662997,0.017,0.026,-0.017,176858.0,89440714.0,2022-03-16,0.001977376880063815,5.111406046623142,34768963.48437215,0
KuCoin Token,KCS,18.41,0.0139999999999999,0.009,0.02,8578734.0,1390455505.0,2022-03-16,0.006169729249984162,0.0004888647474198804,465982.29223248234,0
Amp,AMP,0.025036137658,0.018,0.0069999999999999,0.003,8084731.0,1198878147.0,2022-03-16,0.006743580254782974,0.27959584244269936,322922453.5525199,0
Request,REQ,0.218404,0.018,-0.001,0.122,18881863.0,168625356.0,2022-03-16,0.11197522986993723,-0.004578670720316478,86453833.26312706,0
Basic Attention Token,BAT,0.822605,0.021,0.055,0.251,324813983.0,1223583998.0,2022-03-16,0.2654611236587944,0.0668607654949824,394860209.9428036,0
ChainX,PCX,1.64,0.006,-0.015,0.033,523787.0,68530128.0,2022-03-17,0.007643163894280191,-0.009146341463414634,319382.31707317074,0
BTSE Token,BTSE,8.47,0.017,0.0069999999999999,0.088,182389.0,171754643.0,2022-03-17,0.001061915979761898,0.0008264462809917237,21533.530106257378,0
Proton,XPR,0.011066116011,-0.002,0.008,-0.102,8687937.0,109182891.0,2022-03-17,0.07957232969769962,0.7229275377239672,785093612.9138688,0
QuarkChain,QKC,0.015632618015,0.009,0.006,-0.019,2276212.0,103653419.0,2022-03-16,0.021959835208137227,0.3838128708987073,145606577.08234805,0
aelf,ELF,0.318783,0.018,0.016,-0.012,12922826.0,145914636.0,2022-03-16,0.0885642890545949,0.05019088219886255,40538002.34014989,0
Cosmos Hub,ATOM,28.48,0.005,-0.012,-0.053,504577854.0,8263048473.0,2022-03-17,0.06106437057082964,-0.0004213483146067416,17716919.030898876,0
Dopex Rebate Token,RDPX,105.79,-0.013,0.052,0.092,1970405.0,97862985.0,2022-03-17,0.020134323513634905,0.0004915398430853578,18625.626240665468,0
sUSD,SUSD,0.997496,0.001,0.004,-0.003,9442897.0,94221877.0,2022-03-17,0.10021979290435915,0.004010041143022127,9466601.369830053,0
XRP,XRP,0.785018,0.019,0.019,0.089,3925204682.0,37530785877.0,2022-03-16,0.10458626405703601,0.02420326667668767,5000146088.369948,0
Yield Guild Games,YGG,2.65,0.022,0.096,-0.013,32498566.0,232020727.0,2022-03-17,0.14006751215808405,0.036226415094339624,12263609.811320756,0
ShapeShift FOX Token,FOX,0.273188,0.0139999999999999,0.001,-0.005,593740.0,73980085.0,2022-03-16,0.008025673395752385,0.003660482890902968,2173375.111644728,0
Xido Finance,XIDO,30.86,-0.027,-0.049,0.7659999999999999,1464061.0,893636559.0,2022-03-16,0.0016383181565874142,-0.0015878159429682439,47442.02851587816,0
Pundi X,PUNDIX,0.740085,0.0139999999999999,0.022,-0.006,4296268.0,190637766.0,2022-03-16,0.022536290107386173,0.02972631522054899,5805100.765452617,0
Dawn Protocol,DAWN,1.7,0.016,0.023,0.033,2418035.0,122765002.0,2022-03-16,0.01969645225110655,0.013529411764705882,1422373.5294117648,0
Tomb Shares,TSHARE,3117.12,-0.015,0.07,-0.346,15057752.0,122042187.0,2022-03-17,0.12338153199434225,2.245662662970948e-05,4830.661636382301,0
sBTC,SBTC,40716.13,0.0,0.005,-0.0279999999999999,2583416.0,165066520.0,2022-03-17,0.015650757040252622,1.2280145485339596e-07,63.44944865830815,0
Phantasma,SOUL,1.08,0.0279999999999999,0.13,-0.024,2762350.0,112079479.0,2022-03-16,0.024646349399964646,0.12037037037037036,2557731.4814814813,0
Gnosis,GNO,306.2,0.001,0.025,-0.025,1192417.0,571602114.0,2022-03-17,0.002086096203626007,8.164598301763554e-05,3894.2423252775966,0
Tornado Cash,TORN,47.91,0.023,0.006,-0.071,10096292.0,111960444.0,2022-03-16,0.09017731298028793,0.00012523481527864746,210734.5439365477,0
Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,66.16,0.049,0.06,0.119,2344685.0,68519516.0,2022-03-16,0.03421922886904222,0.0009068923821039903,35439.61608222491,0
Smooth Love Potion,SLP,0.016547553043,0.019,0.018,-0.076,99341158.0,614525601.0,2022-03-16,0.16165503575171639,1.0877741230516507,6003374501.46586,0
Venus,XVS,8.86,0.003,0.04,-0.01,15729939.0,106857130.0,2022-03-17,0.14720532920919738,0.004514672686230249,1775388.1489841987,0
Orbs,ORBS,0.072194784903,0.006,0.02,0.023,28204447.0,208178410.0,2022-03-16,0.13548209442083836,0.27702832035404973,390671528.94624084,0
Chainlink,LINK,14.54,0.003,0.009,0.037,555565709.0,6790110728.0,2022-03-17,0.08181983052338819,0.0006189821182943603,38209471.04539202,0
Polkadot,DOT,18.55,0.031,0.035,0.095,762198942.0,20175265447.0,2022-03-16,0.03777888048126458,0.0018867924528301887,41088891.75202156,0
DigitalBits,XDB,0.389141,0.023,0.216,0.209,3821494.0,296998483.0,2022-03-16,0.0128670488865763,0.5550687283015667,9820332.475889202,0
ApeCoin,APE,7.72,0.05,-0.255,,1129583103.0,794922002.0,2022-03-17,1.4209986642186312,-0.033031088082901554,146319054.79274613,0
Enjin Coin,ENJ,1.4,0.018,0.05,0.046,133821819.0,1300650179.0,2022-03-16,0.10288840240108867,0.03571428571428572,95587013.57142858,0
Radicle,RAD,4.33,-0.0,-0.022,-0.065,7819981.0,178613189.0,2022-03-17,0.04378165489223755,-0.005080831408775981,1806000.2309468822,0
Kusama,KSM,134.99,0.0069999999999999,0.064,0.0,69995764.0,1211430260.0,2022-03-17,0.057779441632900934,0.0004741091932735758,518525.5500407437,0
MMFinance,MMF,1.2,-0.002,0.091,0.381,46298812.0,165134827.0,2022-03-17,0.28036976112858375,0.07583333333333334,38582343.333333336,0
Chia,XCH,65.15,0.012,-0.021,-0.084,10252044.0,221396095.0,2022-03-16,0.046306345195474205,-0.0003223330775134305,157360.61396776667,0
FEG Token BSC,FEG,3.984e-09,0.0279999999999999,0.0,0.05,505356.0,166612893.0,2022-03-16,0.0030331146101640525,0.0,126846385542168.67,0
SXP,SXP,1.34,0.022,0.059,0.038,71885529.0,258788391.0,2022-03-16,0.27777725547202,0.04402985074626865,53645917.1641791,0
Everscale,EVER,0.19269,0.0,-0.0139999999999999,-0.011,14939.44,258439550.0,2022-03-17,5.7806322600391464e-05,-0.07265556074523795,77530.95645856038,0
Sun Token,SUN,0.01159957152,0.012,0.013,0.02,35127631.0,121791772.0,2022-03-16,0.2884236793927261,1.120731052658745,3028355912.9259977,0
Clover Finance,CLV,0.305749,0.02,0.01,-0.016,8210647.0,79586374.0,2022-03-16,0.10316649179167278,0.03270656649735568,26854207.209181387,0
VVS Finance,VVS,2.2321211e-05,0.018,0.022,-0.087,3849460.0,235411080.0,2022-03-16,0.016352076546269616,985.6096069339607,172457488977.63657,0
Covalent,CQT,0.319453,-0.0,0.036,-0.1,1930543.0,81675970.0,2022-03-17,0.023636609396864218,0.1126926339711945,6043277.101795883,0
Celo Dollar,CUSD,1.0,-0.001,0.005,0.004,2890566.0,82678314.0,2022-03-17,0.034961598273520675,0.005,2890566.0,0
Power Cash,PRCH,0.000580255891,0.004,0.057,-0.034,121835.0,165663549.0,2022-03-17,0.0007354363753247856,98.23252272677055,209967708.8844928,0
Ethereum,ETH,2824.42,0.004,0.0289999999999999,0.034,13640408875.0,339077214308.0,2022-03-17,0.04022803154979847,1.0267594762818526e-05,4829454.852677718,0
bZx Protocol,BZRX,0.177963,0.022,0.427,0.48,16.65,74186632.0,2022-03-16,2.2443396540767613e-07,2.3993751510145365,93.55877345290874,0
Alien Worlds,TLM,0.096545880435,0.036,0.039,-0.002,44383919.0,119120382.0,2022-03-16,0.3725971849217206,0.40395302030786234,459718413.6705004,0
Kin,KIN,4.1143641e-05,-0.022,0.094,-0.008,1152459.0,73595419.0,2022-03-16,0.015659384995144875,2284.6786943333477,28010622589.28421,0
AllianceBlock,ALBT,0.229837,-0.003,0.038,0.053,380133.0,88953339.0,2022-03-17,0.004273397764191854,0.16533456319043494,1653924.302875516,0
Everipedia,IQ,0.009006140462,0.0069999999999999,0.031,0.022,3388475.0,89718345.0,2022-03-16,0.037767916918217785,3.4420959933724826,376240523.2626717,0
Solana,SOL,85.61,0.024,0.0139999999999999,0.0409999999999999,1776167313.0,27535891424.0,2022-03-16,0.06450371573777745,0.00016353229762878051,20747194.404859245,0
Siacoin,SC,0.008880296534,0.018,0.022,-0.004,12295120.0,446937901.0,2022-03-16,0.02750968305102413,2.4773947486740537,1384539351.014424,0
VeChain,VET,0.048673709569,0.004,0.016,0.002,226027621.0,3250000117.0,2022-03-17,0.06954695780400183,0.32871955192398783,4643731143.597809,0
Banana,BANANA,18.71,0.016,-0.141,0.708,550846.0,83416764.0,2022-03-16,0.00660354074631809,-0.007536076964190271,29441.2613575628,0
PlatonCoin,PLTC,0.640304,-0.001,0.019,0.126,280435.0,69590558.0,2022-03-16,0.004029785190111566,0.029673405132562034,437971.65096579125,0
Neutrino System Base Token,NSBT,36.47,0.0139999999999999,0.09,0.349,365249.0,92043237.0,2022-03-16,0.003968232886029421,0.0024677817384151355,10015.053468604332,0
Wonderland,TIME,200.89,0.002,0.021,-0.054,1142909.0,181461291.0,2022-03-17,0.006298362552705525,0.00010453482005077407,5689.227935686196,0
Clover Finance,CLV,0.313737,-0.003,0.0279999999999999,-0.0139999999999999,10080749.0,81842102.0,2022-03-17,0.12317314381783596,0.08924672576074834,32131208.623783614,0
Keep3rV1,KP3R,360.63,0.0069999999999999,0.022,0.006,22218089.0,135437476.0,2022-03-16,0.16404683294600086,6.1004353492499236e-05,61609.09796744586,0
TrueUSD,TUSD,1.0,0.0,-0.0,-0.001,96692815.0,1413028225.0,2022-03-17,0.06842950005474943,-0.0,96692815.0,0
bZx Protocol,BZRX,0.062809109348,-0.7040000000000001,-0.6459999999999999,-0.4639999999999999,43.49,88971844.0,2022-03-17,4.888063239422126e-07,-10.285132311314491,692.4154864072249,0
BitTorrent,BTT,1.826877e-06,0.002,0.009,-0.017,72096087.0,1685671515.0,2022-03-17,0.04276995034824445,4926.440039477206,39464116631825.79,0
BitDAO,BIT,1.14,0.003,0.012,0.001,42339293.0,1011521016.0,2022-03-17,0.041857057174578764,0.010526315789473686,37139730.70175439,0
Stellar,XLM,0.190708,0.003,0.021,0.009,202509305.0,4685689241.0,2022-03-17,0.04321868023769782,0.11011598884157982,1061881541.4140991,0
Stacks,STX,1.26,0.004,0.001,0.119,24411447.0,1327159918.0,2022-03-17,0.018393749441128013,0.0007936507936507937,19374164.285714287,0
Tokemak,TOKE,24.1,0.006,-0.042,-0.118,6082833.0,280398265.0,2022-03-17,0.021693547212212602,-0.0017427385892116183,252399.70954356846,0
Biswap,BSW,0.357696,0.019,0.042,0.149,5174312.0,80023062.0,2022-03-16,0.06466026006353019,0.11741814278046163,14465669.171587046,0
Covalent,CQT,0.308264,0.022,-0.039,-0.147,4464667.0,78070115.0,2022-03-16,0.05718791371064331,-0.12651493525030494,14483257.856901877,0
Metahero,HERO,0.045156504195,0.023,0.034,-0.106,8366250.0,233755062.0,2022-03-16,0.035790668781324614,0.7529369380140079,185272313.4605792,0
Steem,STEEM,0.315524,0.013,0.01,0.009,6019119.0,124507907.0,2022-03-16,0.048343267066564694,0.03169331017608803,19076580.54537848,0
Tribe,TRIBE,0.531679,-0.005,-0.021,-0.0409999999999999,8080240.0,242034097.0,2022-03-17,0.033384717691243314,-0.039497516358554696,15197591.027668951,0
Floki Inu,FLOKI,2.8340322e-05,0.04,0.042,-0.037,6481180.0,257703958.0,2022-03-16,0.025149710739017832,1481.9873959089102,228691120728.97406,0
Stacks,STX,1.26,0.018,0.026,0.183,44370134.0,1317492670.0,2022-03-16,0.03367770843081806,0.020634920634920634,35214392.06349206,0
Horizen,ZEN,38.73,0.015,0.061,0.026,29127070.0,469969529.0,2022-03-16,0.06197650741735641,0.0015750064549444876,752054.4797314744,0
AscendEx Token,ASD,0.210282,0.006,-0.012,-0.03,2234800.0,154656421.0,2022-03-16,0.014450095156411255,-0.05706622535452393,10627633.368524173,0
Pocket Network,POKT,0.697976,-0.003,-0.0,-0.079,1086957.0,587728129.0,2022-03-17,0.0018494214354678267,-0.0,1557298.5317546735,0
Yoshi.exchange,YOSHI,1.4,0.001,0.05,0.28,1673418.0,183581718.0,2022-03-17,0.009115384790112924,0.03571428571428572,1195298.5714285716,0
Terra,LUNA,87.64,-0.0,-0.02,-0.118,1555363904.0,32256574723.0,2022-03-17,0.04821850792765589,-0.00022820629849383843,17747191.967138294,0
Metadium,META,0.076908861633,0.0069999999999999,-0.036,0.046,32828560.0,129878030.0,2022-03-16,0.2527645360805057,-0.46808650181025624,426850161.3852252,0
Circuits of Value,COVAL,0.038262750519,-0.001,0.035,-0.038,601191.0,69008937.0,2022-03-16,0.008711784677975839,0.9147277580742705,15712174.160126535,0
SXP,SXP,1.41,0.005,0.05,0.045,68376375.0,273381975.0,2022-03-17,0.25011296008085393,0.03546099290780142,48493882.97872341,0
Gnosis,GNO,298.83,0.021,0.025,-0.003,2883611.0,553256284.0,2022-03-16,0.005212070939622622,8.36596057959375e-05,9649.670381153164,0
Stargaze,STARS,0.387759,0.001,-0.035,-0.209,1422449.0,288957891.0,2022-03-17,0.004922686122456507,-0.09026225052158686,3668384.22834802,0
Ion,ION,7053.41,0.0069999999999999,0.001,-0.143,100410.0,150512232.0,2022-03-16,0.0006671218589064575,1.417753965812281e-07,14.235667570721112,0
WazirX,WRX,0.55677,-0.001,-0.002,-0.123,6363664.0,254078525.0,2022-03-17,0.025046052199807125,-0.003592147565421988,11429610.072381774,0
Zilliqa,ZIL,0.041562864374,0.002,0.013,0.001,30167523.0,585253625.0,2022-03-17,0.05154606774114385,0.312779212785254,725828776.5862342,0
Bitcoin,BTC,40859.46,0.022,0.03,0.055,35390763321.0,770991461396.0,2022-03-16,0.045902925120492925,7.342240940041792e-07,866158.3711825854,0
Band Protocol,BAND,3.62,0.027,0.05,0.043,25806815.0,149778191.0,2022-03-16,0.17230021826074798,0.013812154696132598,7128954.419889502,0
Casper Network,CSPR,0.067306582006,0.0139999999999999,0.062,0.037,10361454.0,280491915.0,2022-03-17,0.03694029469619472,0.9211580524839763,153944141.73455334,0
Frax,FRAX,0.999541,0.001,-0.0,-0.001,15926230.0,2873694989.0,2022-03-17,0.005542073901705927,-0.0,15933543.496464876,0
Maple,MPL,26.62,-0.016,0.048,0.216,6013862.0,120557876.0,2022-03-17,0.04988360942921722,0.0018031555221637867,225915.17655897822,0
Hedera,HBAR,0.206426,0.001,0.031,-0.031,50736623.0,4083726959.0,2022-03-17,0.012424097768873387,0.1501748810711829,245786010.48317558,0
Hifi Finance,MFT,0.00755611809,0.011,-0.054,0.052,58152200.0,70736052.0,2022-03-16,0.8221012956731032,-7.146526742543273,7696041711.809721,0
Railgun,RAIL,1.78,0.013,0.0559999999999999,-0.0409999999999999,448935.0,102343090.0,2022-03-16,0.004386568746360893,0.03146067415730331,252210.67415730338,0
Decentralized Social,DESO,33.97,0.005,0.111,0.192,768392.0,354095011.0,2022-03-16,0.0021700164535783306,0.0032675890491610246,22619.723285251694,0
Bancor Network Token,BNT,2.29,0.017,0.033,0.062,26117403.0,583581643.0,2022-03-16,0.04475364040880223,0.014410480349344978,11404979.475982532,0
Utrust,UTK,0.233365,0.018,-0.011,-0.0069999999999999,6103029.0,107165105.0,2022-03-16,0.05694977856831288,-0.047136460051850106,26152289.332162064,0
Augur,REP,13.43,0.019,0.02,-0.015,7904878.0,93213520.0,2022-03-16,0.08480398551626417,0.0014892032762472078,588598.5107967238,0
cUSDC,CUSDC,0.022557565168,0.002,0.001,0.001,1167.72,2466484503.0,2022-03-17,4.734349632360127e-07,0.044331025647155964,51766.22526869696,0
QuarkChain,QKC,0.016027563853,0.008,0.0279999999999999,-0.031,2308543.0,106547838.0,2022-03-17,0.02166672776598245,1.7469903883589228,144035801.1469031,0
Dash,DASH,97.64,0.016,0.005,0.03,245449241.0,1035525179.0,2022-03-16,0.23702875215166544,5.1208521097910693e-05,2513818.5272429334,0
Avalaunch,XAVA,3.92,-0.002,0.034,-0.024,1323970.0,86912829.0,2022-03-17,0.015233309227570995,0.008673469387755102,337747.44897959183,0
Lido DAO,LDO,2.98,0.0409999999999999,0.085,0.515,4675420.0,321983024.0,2022-03-16,0.01452070342689868,0.02852348993288591,1568932.8859060402,0
Conflux,CFX,0.116231,0.02,0.0069999999999999,-0.072,4957635.0,180397101.0,2022-03-16,0.02748178863472978,0.060224896972407536,42653293.871686555,0
Utrust,UTK,0.237003,-0.001,0.015,-0.051,8201156.0,109107417.0,2022-03-17,0.07516588904308862,0.06329033809698612,34603595.73507509,0
PancakeSwap,CAKE,5.57,0.026,0.01,-0.068,104112686.0,1530696417.0,2022-03-16,0.06801654779074327,0.0017953321364452422,18691685.098743267,0
Alchemy Pay,ACH,0.040564968565,0.018,0.035,-0.003,9350241.0,166194387.0,2022-03-16,0.056260871192960325,0.8628134382482543,230500388.1617084,0
Render Token,RNDR,2.43,0.024,0.035,-0.031,23720000.0,560228533.0,2022-03-16,0.0423398641853895,0.01440329218106996,9761316.872427983,0
inSure DeFi,SURE,0.005989952985,0.025,0.121,0.163,1229192.0,156870603.0,2022-03-16,0.007835706477140271,20.20049244176163,205208956.24358562,0
Ampleforth,AMPL,1.12,0.019,0.146,0.235,9846521.0,91484573.0,2022-03-16,0.10763039796884662,0.13035714285714284,8791536.607142856,0
StarLink,STARL,1.4396811e-05,0.045,0.022,-0.004,13867876.0,143867182.0,2022-03-16,0.096393602816242,1528.1161918427629,963260266457.6205,0
Rocket Pool,RPL,30.03,0.024,0.0409999999999999,0.15,578038.0,480593962.0,2022-03-16,0.0012027575161254315,0.0013653013653013618,19248.684648684648,0
Platypus Finance,PTP,4.82,0.045,-0.049,-0.153,2928863.0,91532885.0,2022-03-16,0.03199793167231646,-0.01016597510373444,607647.9253112032,0
Enjin Coin,ENJ,1.42,0.004,0.017,0.021,113142084.0,1330338268.0,2022-03-17,0.08504760535085201,0.011971830985915494,79677523.94366197,0
Ravencoin,RVN,0.051804162049,0.027,0.042,0.006,19390191.0,538520749.0,2022-03-16,0.03600639536360743,0.810745668664102,374297937.32903934,0
SafePal,SFP,0.733022,0.027,0.023,-0.039,14792090.0,78755589.0,2022-03-16,0.18782273344435277,0.03137695730823904,20179598.97520129,0
Olympus,OHM,28.12,0.0139999999999999,-0.019,-0.086,3529301.0,390854092.0,2022-03-16,0.009029714853285967,-0.0006756756756756756,125508.57041251777,0
OKB,OKB,19.05,0.013,0.039,0.072,180398248.0,4944831000.0,2022-03-16,0.03648218675218627,0.0020472440944881887,9469724.304461941,0
Kyber Network Crystal Legacy,KNCL,3.03,0.015,-0.011,-0.032,82195466.0,187322633.0,2022-03-17,0.43879089613266326,-0.0036303630363036304,27127216.501650166,0
Tomb,TOMB,1.18,0.031,0.01,-0.054,14140774.0,300452818.0,2022-03-16,0.04706487392639466,0.00847457627118644,11983706.779661018,0
Orion Protocol,ORN,3.13,0.066,0.069,0.022,10611478.0,108618470.0,2022-03-16,0.09769496845241882,0.022044728434504796,3390248.56230032,0
StormX,STMX,0.013797399421,0.002,-0.0139999999999999,-0.1,1844462.0,128358108.0,2022-03-17,0.014369657115855899,-1.0146839685376894,133681858.71264122,0
Everdome,DOME,0.042328407322,-0.004,0.09,-0.07,44769576.0,363656510.0,2022-03-16,0.12310951342518246,2.1262316655420883,1057672112.7121457,0
Trust Wallet Token,TWT,0.81527,-0.006,0.13,0.109,26534917.0,284403138.0,2022-03-17,0.09330036646782709,0.15945637641517535,32547397.794595655,0
OEC Token,OKT,32.27,0.023,0.01,-0.062,5163788.0,488521386.0,2022-03-16,0.010570239395824526,0.00030988534242330334,160018.22125813446,0
Polymath,POLY,0.384838,0.017,0.0139999999999999,-0.036,12205658.0,344258737.0,2022-03-16,0.03545489682081765,0.03637894386728935,31716353.374666743,0
Terra,LUNA,89.51,0.024,-0.005,0.046,2661508267.0,32945963147.0,2022-03-16,0.08078404796134643,-5.585968048262764e-05,29734200.279298402,0
Status,SNT,0.057335510854,-0.002,0.01,-0.086,8733449.0,222865089.0,2022-03-17,0.03918715595693859,0.17441198048211604,152321813.65295556,0
Dock,DOCK,0.033479547514,0.024,-0.002,-0.0,3240870.0,70448413.0,2022-03-16,0.046003449360881986,-0.059737963876712145,96801487.49456005,0
Bitcoin SV,BSV,77.11,0.013,0.015,-0.019,135219354.0,1461042552.0,2022-03-16,0.0925499081562684,0.00019452729866424587,1753590.3773829595,0
Hermez Network,HEZ,6.17,0.002,0.015,0.013,68193.73,103279211.0,2022-03-17,0.000660285156516155,0.002431118314424635,11052.468395461912,0
Tokamak Network,TON,3.63,0.001,0.018,-0.049,3175683.0,152418252.0,2022-03-17,0.02083531964400169,0.004958677685950413,874843.8016528926,0
